0,2021,2020,2019,2018,2017,2016,2015,2014,2013
增值服務_成本,"138,636","121,287","94,086","73,961","61,389","37,622","28,422","20,619","15,384"
網絡廣告_成本,"48,072","40,011","34,860","37,273","25,586","15,396","8,941","4,660","2,777"
其他_成本,"6,667","7,399","6,979","59,340","33,860","14,421","4,268","1,147",378
收入成本總额_成本,"314,174","260,532","209,756","170,574","120,835","67,439","41,631","30,873","27,778"
金融科技及企業服務_成本,"120,799","91,835","73,831",0,0,0,0,0,0
電子商務交易_成本,0,0,0,0,0,0,0,"4,447","9,239"
